PID,Country,Progress,Finished,Entities_1,Entities_2,Entities_3,Entities_4,Entities_5,Entities_6,Entities_7,Entities_8,Entities_9,Entities_10,Entities_11,Entities_12,Entities_13,Entities_14,Entities_15,Entities_16,Entities_17,Entities_18,Entities_19,Entities_20,Entities_21,Entities_22,Entities_23,Entities_24,Entities_25,Entities_26,Entities_27,Entities_28,Entities_29,SV1,SV2,SV3,SV4,SV5,SV6,SVC7,SVC8,SVC9,SVC10,SVC11,Parent,Sc_self,Sc_self_CODED,Sc_self_SOURCE,Sc_School,Sc_School_CODED,Sc_School_SOURCE,Sc_class_act,Sc_class_sch,Sc_class_text,Sc_confl,Sc_confl_type,Sc_confl_score,Sc_talk,Sc_talk_freq,Retro_Sc_p_inf,Retro_Sc_p_CODED,Retro_Sc_p_SOURCE,Retro_sch_inf,Retro_sch_CODED,Retro_sch_SOURCE,Retro_sc_freq,Retro_sc_class,Retro_sc_class_text,Retro_sc_conf,Retro_sc_conf_type,Retro_sc_conf_score,Retro_sc_talk,Retro_sc_talk_freq,Future_sc_talk,Grades,RV1,RV2,RV3,RV4,RV5,RV6,RVC7,RVC8,RVC9,RVC10,RVC11,Rel_self,Rel_self_CODED,Rel_self_SOURCE,Rel_school,Rel_school_CODED,Rel_school_SOURCE,Rel_class_freq,Rel_class,Rel_class_type,Rel_confl,Rel_confl_type,Rel_confl_score,Rel_talk,Rel_talk_freq,Rel_freq_child,Retro_rel_parent_inf,Retro_rel_p_CODED,Retro_rel_p_SOURCE,Retro_rel_school_inf,Retro_rel_s_CODED,Retro_rel_s_SOURCE,Retro_rel_class_freq,Retro_rel_class,Retro_rel_class_type,Retro_rel_confl,Retro_rel_confl_type,Retro_rel_confl_score,Retro_rel_talk,Retro_rel_talk_freq,Retro_rel_child_freq,Future_rel_child_freq,Rel_symb,Pray_diff,Pray_wish,Worship_freq,Worship_frequent,God_control,Divine,Faith,God_punish,Afterlife,Rel_freq,Rel_frequent,Religiosity,Religion,Religion_score,Belief_other,Folk,Religion_father,Religion_mother,Religion_granny,Rel_myparentonmychild,Rel_grannyonme,Parenting_parentonme,Parenting_grannyonparent,Parenting_meonmychild,Religion_partner,Religion_influenced_child,Religion_influenced,Rel_spi_activities,Rel_spi_act_solo_other,Rel_spi_act_group_other,Rel_spi_act_child,Rel_spi_act_parents,Rel_holiday,Rel_events,Worship_place,Worship_place_other,Gender,Ethnicity,SISI_ethnicity,SISI_Religion,SISI_National,SISI_student,Edu_level,Edu_level_other,Parent_edu,Parent_edu_other,Employment,Occupation,SES_1,Birthdate,Adjusted_ages,Age,Child_age,Aus_Pr_citizen,Nationality,Aus_born,Country_birth,Origin
66,1,100,TRUE,7,7,7,7,7,1,7,7,7,2,3,4,7,7,7,1,1,1,1,4,2,1,1,3,1,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, their scientific views has influenced me since childhood and taught me to understand the world.",affirmation,parent-only source,"Yes, the school taught me a lot of scientific knowledge.",affirmation,multiple source,7,Yes,Psychology.,Respect each other and will not refute.,supportive,2,Yes,"Maybe once a year. The universe and aliens, new discoveries in archaeology and the like.",Yes,3,2,2,2,3,2,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, they are atheists. Me, too.",affirmation,uninformative,"Yes, school taught me to believe the sciences.",affirmation,multiple source,7,No,Never did.,May refute me.,directive,1,Yes,"Two or three times a year. My dad works in the government and contacts various religious places, and he talks about his work most of the time.",7,7,No,Strongly disagree,Strongly disagree,"Never, practically never",0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Never, practically never",0,0,None,0,NA,NA,None,None,None,NA,Little,NA,Little,Quite a lot,NA,NA,Atheism,Other group activity,NA,nothing,NA,No,"Yes, but as cultural holidays",The Chinese Spring Festival.,None,NA,Female,Asian,NA,Strongly disagree,Strongly agree,Strongly agree,Some university education (yet to be completed),NA,Undergraduate degree,NA,No,University student.,5,09/29/2000,19,469057.37.00,NA,No (please fill in your nationality),China,No (please fill in your country of birth),China,China
171,1,100,TRUE,7,7,7,7,7,1,7,7,7,7,4,7,7,7,7,1,1,1,2,7,4,7,1,1,1,1,1,1,7,4,3,5,4,5,5,5,5,5,3,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes, my parents were both interested and read about different scientific / factual topics when I was a child and I was not at all raised to be religious or spiritual",affirmation,parent-only source,"yes, schooling for me definitely encouraged science, I had lots of opportunities to engage in science ie, excursions about space, to museums, science conventions etc. Science was always compulsory and in senior highschool there were lots more science subjects",affirmation,multiple source,5,Yes,"biology, science, Siemens Science Experience","they would be open to my views, listen and constructively critique",supportive,2,Yes,"sometimes, whats in the news or what I'm reading about",Yes,3,2,2,3,4,3,1,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes, they were not religious",affirmation,uninformative,"yes, it was not religious at all",affirmation,uninformative,5,Yes,"Religious education in primary school, Sunday school when I was young, and a youth group when I was in high school",they would be open to it and listen to my views,supportive,1,Yes,"what is in the news, current",7,7,No,Strongly disagree,Strongly disagree,"Never, practically never",0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Never, practically never",0,0,None,0,NA,NA,Atheism,Christian,christian,NA,Little,NA,Somewhat,Somewhat,NA,NA,None,Other solo activity,meditation,NA,NA,No,Yes,because they are public holidays and a good time to spend time with family and friends,None,NA,Female,Caucasian/White,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Some university education (yet to be completed),NA,Undergraduate degree,NA,"Yes, permanent part-time",early childhood educator,5,06/13/2009,NA,963372.02.00,NA,"Yes, I am an Australian citizen",NA,Yes,NA,Australia
201,1,100,TRUE,7,7,7,7,7,1,7,7,7,7,7,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,5,4,5,5,5,2,4,4,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes, they believe in science and so do I",affirmation,parent-only source,"Yes, it was religious but I taught science well",affirmation,multiple source,4,Yes,in school science and biology,they would be very concerned,directive,1,Yes,"They didn't talk about it as much as other topics, they are more passionate about other fields. But it was still discussed regularly.",Yes,3,1,5,4,2,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes, we went to church because my Mum is kind of religious but our family is generally not invested in religion.",affirmation,multiple source,"Yes, my school was very religious and that made me think religion was boring and kind of annoying. I was bothered that I had to learn something I didn't think was true.",affirmation,multiple source,2,Yes,"general christian, specifically anglican. RAVE and chapel mostly",They would probably think it was a phase/ think it was weird,directive,1,Yes,"it came came up in discussion, but it was mostly just general history talk",2,7,No,Strongly disagree,Strongly disagree,"Never, practically never",0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Never, practically never",0,0,Atheism,0,NA,NA,Atheism,Catholic,Catholic,NA,Not at all,NA,Little,Little,Atheism,NA,Atheism,"Solo prayer,Group prayer",NA,NA,NA,Yes,Yes,None,None,NA,Female,Caucasian/White,NA,Strongly agree,Strongly agree,Strongly agree,"Year 12 or equivalent (e.g., Higher School Certificate)",NA,Some university education (yet to be completed),NA,No,none,6,05/07/2002,18,1132328.48.00,NA,"Yes, I am an Australian citizen",NA,No (please fill in your country of birth),Hong Kong,Hong Kong
112,1,100,TRUE,7,7,7,7,7,2,7,7,7,6,7,6,4,7,5,4,4,2,6,7,7,7,1,4,5,1,1,2,2,4,3,4,2,5,3,4,4,5,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, they read science books to me as a kid, and my mum works in science so she answered my science questions.",affirmation,parent-only source,"Yes, I had really good science teachers who were attentive and taught me things in ways that I understood, and explained things to me in ways that made sense.",affirmation,multiple source,6,Yes,"Science, Biology, Chemistry",They would talk to me about why I have these views and ask for evidence and reason,supportive,1,Yes,"All the time, almost every week. I talk to them about things I have learnt and questions I have.",Yes,5,2,1,3,2,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, I was raised religious, read bible stories, made to go to church every Sunday and went to Sunday school, and we prayed before dinner.",affirmation,multiple source,"Yes, I learnt religion in school and learnt about Christianity and other world religion.",affirmation,multiple source,3,Yes,Sunday school,"They would probably not support it, and question why.",directive,2,Yes,"Sometimes, when it is topical. We talk about the Catholic Church and their flaws.",2,7,Yes,Strongly disagree,Strongly disagree,"Never, practically never",0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,"Never, practically never",0,0,Catholic,1,NA,NA,Catholic,Catholic,Catholic,NA,Not at all,NA,Quite a lot,Somewhat,None,NA,Catholic,Other solo activity,None,NA,NA,No,Yes,Christmas and Easter we attend mass,Churches,NA,Female,Caucasian/White,NA,Strongly disagree,Strongly agree,Strongly agree,Some university education (yet to be completed),NA,"Post-graduate degree (Masters, PhD)",NA,"Yes, casual",Customer Service Assistant,2,04/12/2002,18,1246484.04.00,NA,"Yes, I am an Australian citizen",NA,No (please fill in your country of birth),USA,USA
105,1,100,TRUE,7,7,7,7,7,2,7,7,7,6,6,6,7,4,6,3,3,5,5,3,5,7,2,3,6,3,7,7,3,3,3,3,2,4,2,3,2,2,2,3,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, they gave me perspective",affirmation,parent-only source,"Yes, there are many authority figures who are easy to learn from, which also leaves us subject to obedience",affirmation,multiple source,7,Yes,"Biology, Chemistry and Physics",They wouldn't care,supportive,1,Yes,Not often. If it ever cam up it would most likely be along the lines of natural phenomena,Yes,2,2,2,4,3,3,2,2,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. Neither of my parents are religious but encouraged me to get as much perspective on it from others as I can,affirmation,multiple source,"Yes. I went to a Christian school for many years, where I learned a lot but was not inclined to follow the religion.",affirmation,multiple source,7,Yes,"Brief ""Bible Studies"" in Grade 4 and worship during assembly every Friday.",They would support it,supportive,1,Yes,"Whenever it came up , but they never went specifically out of their way to talk about religion",7,6,No,Strongly disagree,Strongly disagree,"Never, practically never",0,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,"Never, practically never",0,0,None,0,NA,NA,None,None,Christians,NA,Not at all,NA,Not at all,Somewhat,None,NA,None,Other group activity,NA,None,NA,No,"Yes, but as cultural holidays",None,None,NA,Female,Caucasian/White,NA,Agree,Agree,Agree,Some university education (yet to be completed),NA,Certificate/Diploma,NA,No,Full-time Student,8,02/26/2002,18,1451963.31.00,NA,"Yes, I am an Australian citizen",NA,No (please fill in your country of birth),South Africa,South Africa
28,1,100,TRUE,7,7,7,7,7,3,7,7,7,5,6,6,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,4,4,2,2,5,4,5,5,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, growing up I feel like science is for everyone interested in because of them.",affirmation,parent-only source,"Yes, science as mandatory courses definitely opened the gate to science for me.",affirmation,multiple source,1,Yes,"In school: Science, biology, psychology etc. Outside out school: lectures from/working with clinical psychologists etc.",neutral attitude but would still accept,supportive,1,Yes,when I ask them or talk about sci-fi/latest discoveries/news etc.,Yes,4,3,2,4,4,4,2,3,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, my mother and I do not believe in it but still respect religions and do agree that there is wisdom in those views.",affirmation,uninformative,"Yes, learning about development of religion and its relationship with humankind taught me to be respectful but also critical.",affirmation,multiple source,7,No,NA,accept,supportive,1,Yes,"when we talk about history/sociology/books/psychology/news/politics etc., we would come across how religion related to life and influence the society as a whole.",4,4,Yes,Agree,Disagree,"Never, practically never",0,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Only on special holy days,0,0,None,0,NA,NA,None,None,Buddhism,NA,Not at all,NA,Quite a lot,Quite a lot,None,NA,Buddhism,Group prayer,NA,NA,NA,Yes,"Yes, but as cultural holidays","during spring festivals, our families participate in a lot of religious activities such as praying for better luck in the coming year, if we are with grandparents.",Temples,NA,Female,Asian,NA,Disagree,Agree,Agree,"Year 12 or equivalent (e.g., Higher School Certificate)",NA,"Year 12 or equivalent (e.g., Higher School Certificate)",NA,"Yes, full-time",intern as an assistant therapist,7,11/21/2011,NA,228210.13.00,NA,No (please fill in your nationality),China,No (please fill in your country of birth),China,China
54,1,100,TRUE,7,7,7,7,7,2,7,7,7,7,2,7,7,7,7,5,3,2,6,7,7,7,1,4,5,4,4,5,3,4,2,4,4,5,4,4,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, my mother and father while religious never believed in superstitions\(which is quite common to have in my religion,Hinduism). They encouraged me to pursue a scientific way of thinking.",affirmation,parent-only source,"Yes, I went to an anglo-medic school so it was quite common to have 'havans' for the well-being of the students but apart from that science and the scientific thinking were taught and inculcated. It was as if religion was to be a part of one's life but scientific views were how one led his/her life.",affirmation,multiple source,4,Yes,"till 10th it was biology, chemistry and physics then later on it led to just humanities related subjects(political science, psychology,economics).",They'd tell me to bring them proof. For e.g. I once had a discussion with them regarding clinical trials of the vaccines. It wasn't until I send them a newspaper article link did they truly agree with me.,supportive,1,Yes,We have discussions when something catches my fancy. They are quite open about having such discussions but it occurs around once a month sometimes more.,Yes,3,3,1,3,2,3,2,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, my parents take their religion quite seriously. When I was a child and I couldn't sleep my mother would tell me to pray until I felt sleepy but over the years my opinion has changed quite a lot and they are equally ok with it.",affirmation,parent-only source,"Yes, studying in an anglo-medic school requires quite a lot of exposure to religion but it didn't really have a personal impact on me.",affirmation,multiple source,5,No,NA,I am of the view that there's a divine being but religion is utterly unnecessary. So basically I believe in God not in religion( i.e. religious rituals and places are a waste of money and time). I am quite open about this and my parents respect my opinion. When we have an annual 'puja' at our house I join in and don't mind it but I don't really believe it and they are fine with it.,supportive,1,Yes,more like discussions entering around the holy books in our religion and what rituals mean. This was mostly when I was around the age of 5-8 years of age(as a ballpark).,4,7,Yes,Agree,Agree,Once a month,0,Disagree,Agree,Disagree,Agree,Agree,"Never, practically never",0,1,Hinduism,1,NA,NA,Hinduism,Hinduism,Hinduism,NA,Little,NA,Quite a lot,Little,NA,NA,a mixture of Sikhism and hinduism,Solo prayer,NA,NA,NA,Yes,Yes,"yes, we have a lot of festivals and all of it requires one to pray and even in weddings and funerals the events stretches on for days and involves a lot of praying and God invoking stuff.",None,NA,Female,Asian,NA,Strongly agree,Strongly agree,Strongly agree,"Year 12 or equivalent (e.g., Higher School Certificate)",NA,"Post-graduate degree (Masters, PhD)",NA,No,Student,7,11/23/2002,17,219086.48.00,NA,No (please fill in your nationality),Indian,No (please fill in your country of birth),India,India
41,1,100,TRUE,7,7,7,7,7,2,7,7,7,6,4,6,7,6,6,6,5,5,4,4,4,5,3,4,5,6,6,6,5,4,2,4,4,4,4,4,2,4,5,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To some extent, as they believe in god and science.",affirmation,uninformative,Yes is scientifically based cause nonreligious.,affirmation,multiple source,3,Yes,"School science, biology, chemistry and Biomedical Science club at UQ.",They would not mind if I have different views.,supportive,1,Yes,They talked about science when I was little and asked questions about how the world works. Such as how big the stars are and the atmosphere.,Yes,2,4,4,4,3,4,3,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, they are catholic so I grew up in a catholic household and was baptised.",affirmation,multiple source,"Yes, I attended a catholic girls school where we prayed once a day and religious mass every week.",affirmation,multiple source,3,Yes,Religious bible studies at school 3 times a week to study catholic history.,They would be disappointed but would not stop me.,supportive,1,Yes,"They talked about religion very much when I was little, but less as I got older. When I was little I would pray with my family when I needed religious guidance and before dinner.",2,2,No,Neither agree nor disagree,Agree,Once a month,0,Agree,Agree,Agree,Disagree,Agree,Only on special holy days,0,1,Catholic,1,NA,NA,Catholic,Catholic,Catholic,NA,Somewhat,NA,Somewhat,Little,NA,NA,Catholic,"Solo prayer,Other group activity",NA,Song and worhsip,NA,Yes,Yes,"Christmas and Easter, more focused on the history of religious belief rather than holiday.",Churches,NA,Female,Caucasian/White,NA,Agree,Strongly disagree,Agree,"Year 12 or equivalent (e.g., Higher School Certificate)",NA,"Post-graduate degree (Masters, PhD)",NA,"Yes, casual",Waitress,8,11/17/2002,17,246484.04.00,NA,"Yes, I am an Australian citizen",NA,No (please fill in your country of birth),Canada,Canada
180,1,100,TRUE,7,7,7,7,7,7,7,7,7,6,6,6,7,6,6,7,7,6,6,6,7,7,7,7,5,7,6,7,5,4,1,3,3,3,2,2,4,3,2,3,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, I think that parents' views have an influence on your views. If your parent believes something then the child might be influenced to believe that.",affirmation,parent-only source,"Yes, I think schools have a big influence on your personal views as your peers and teacher's views may be forced on you or you may be overpowered.",affirmation,multiple source,7,Yes,Science,They would accept my personal views.,supportive,1,Yes,"We mostly spoke about God and religion, rather than science.",Yes,3,4,2,2,2,4,4,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, because my parents were religious and attended church regularly, my views were influenced by this.",affirmation,parent-only source,"Yes, my school was a presbyterian school so we had regular chapel services.",affirmation,multiple source,2,Yes,Religion,They would find it hard to understand a different point of view other than Christianity.,directive,1,Yes,We spoke about religion often throughout my childhood. We discussed the bible and God.,2,3,Yes,Strongly agree,Agree,Once a week,0,Strongly agree,Agree,Agree,Strongly disagree,Agree,Only on special holy days,0,1,Christian,1,NA,NA,None,Christian,Christianity,NA,Quite a lot,NA,Quite a lot,Quite a lot,Christianity,NA,Christianity,Solo prayer,NA,NA,NA,Yes,Yes,None,Churches,NA,Female,Asian,NA,Strongly disagree,Strongly disagree,Strongly disagree,Some university education (yet to be completed),NA,Undergraduate degree,NA,"Yes, permanent part-time",Piano teacher,4,04/07/2002,18,1269315.07.00,NA,"Yes, I am an Australian citizen",NA,Yes,NA,Australia
94,1,100,TRUE,7,7,7,7,7,2,7,7,7,7,3,7,7,7,7,2,1,1,2,3,4,5,2,2,3,2,3,3,3,3,3,5,5,5,4,4,4,5,5,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, do your own research/know the facts about topics of interest.",affirmation,multiple source,"Yes, made me open to faith as coinciding rather than opposing explanation.",affirmation,multiple source,7,Yes,Science (Yrs 7-10) and Science (Primary School),Wouldn't care or wouldn't want to know.,supportive,0,Yes,"Often, mostly natural sciences and astrology.",Yes,2,3,3,5,4,4,3,3,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, Catholic base but with a curious outlook.",affirmation,multiple source,"Yes, broad exposure to Catholicism and lesser exposure to the other religions such as Judaism, Islam and Buddhism.",affirmation,multiple source,7,Yes,"Religion (Anglican Primary School), Religion (Catholic Highschool Yrs 7-10), Advanced Religion (Catholic Highschool Yrs11-12)",Curious/wouldn't care,supportive,1,Yes,"Not too often, visited religious sites when travelling, life after death and guiding figures.",5,5,Yes,Agree,Disagree,Once a year,0,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Less than once a year,0,1,Catholic,1,NA,NA,Buddhism,Catholic,Catholic,NA,Somewhat,NA,Somewhat,Quite a lot,Raised Jehovah's Witness,NA,Catholic,Solo prayer,NA,NA,NA,No,"Yes, but as cultural holidays",None,Churches,NA,Female,Caucasian/White,NA,Agree,Strongly agree,Agree,Some university education (yet to be completed),NA,Undergraduate degree,NA,"Yes, casual",Retail Worker,6,01/04/2002,18,27306.59.00,NA,"Yes, I am an Australian citizen",NA,Yes,NA,Australia
129,1,100,TRUE,7,6,7,7,7,1,7,7,7,6,4,5,4,7,7,4,3,2,2,2,5,5,4,4,3,2,2,2,3,4,3,4,4,5,2,4,4,5,3,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"They believe science is important in looking at health, so they like to discuss facts about food they found online, and this eventually lead me to study nutrition. I believe health is heavily reliant on science.",affirmation,parent-only source,"Yes. My secondary school taught me the very basics of science with experiments, and so I very much believe that science is everywhere. My university brought me to a wider view of sciences, further allows me to believe that science forms the basis of everything.",affirmation,multiple source,7,Yes,"in secondary school: biology, chemistry, physics, psychology. outside of secondary school: psychology. in university: biology, chemistry, psychology",I believe arguments regarding scientific views would be inevitable. They would probably be frustrated.,directive,2,Yes,When they ask or discuss something that I have learned from school/university. I talked to my mom about carbohydrates being one of the last sources of energy we get from food to use up.,Yes,3,1,1,3,3,3,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes, they don't have a religion so I don't too. My mother rarely or sometimes talk about how god has already planned everything for us but she doesn't read the bible and is not sure whether god exists. So I although believe that we make our own decisions and we plan our own future, but I won't deny the existence of god and very rarely to sometimes think that god do have things planned for us and we can't do anything to change it.",affirmation,uninformative,"Yes. I started off feeling like people with religion are really obsessed with god or other religious figures. But being surrounded by people with so many cultures during my secondary life, I understand that they pay their respects to the religious figures based on their own will. My school also does not have any religious practices so I guess it is a reason why I don't have a religion as well.",affirmation,multiple source,7,No,NA,I believe they would be surprised but they won't be frustrated for me to have different religious views.,supportive,1,Yes,Not very often. My mother talks about god very rarely about how sometimes we can't have control over certain things.,6,5,No,Agree,Agree,Once a year,0,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Less than once a year,0,0,None,0,NA,NA,None,None,None,NA,Not at all,NA,Not at all,Somewhat,None,NA,None,Other group activity,NA,none,NA,No,"Yes, but as cultural holidays","Chinese new year, I get red packets, we enjoy Chinese new year food together with our families. Tuen ng festival, we eat rice dumplings. Mid-autumn festival, we eat mooncake.",None,NA,Female,Asian,NA,Strongly disagree,Strongly disagree,Strongly agree,Some university education (yet to be completed),NA,Less than Year 10,NA,No,Student,7,10/25/2002,17,351506.53.00,NA,No (please fill in your nationality),Hong Konger,No (please fill in your country of birth),Hong Kong,Hong Kong
